"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-A-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-B-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-C-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-A-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-B-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-C-Unsol.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_AI.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-4-A.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-4-B.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-WT-C.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-A-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-B-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-A-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-C-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_AI.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_BI.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_CI.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_CI.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-3-A.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-3-B.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-3-C.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-11-4-C.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-WT-A.raw.dia"	"E:\dh_dag\out_927\tmp\DEDO-WT-B.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_BI.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-11-4-C-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\010_2023-DEDO-WT-B-Sol.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_AS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_BS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_AS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_BS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_WT_CS.raw.dia"	"E:\dh_dag\out_927\tmp\342_2022_11_CS.raw.dia"
"Tb927.10.12390:mRNA-p1"	14792259.6078533	15099234.9914734	15084533.8455424	15330919.3595842	14824495.5954163	16097268.7547779	14230759.2830132	3750301.88991604	2559935.40207117	2980486.90943227	1760856.29407053	2278496.78363857	2462852.82540859	2464924.52762044	13081420.1655545	12942392.2281643	12867323.4648255	14426844.7215694	2270593.95522193	3180131.75342574	3475933.6345555	3117868.41952154	5666761.64418888	4746008.3798795	13756341.9906995	2313027.55941194	2521855.98888779	2030910.20056901	1972717.16049677	2117243.43605063	2086025.28561432	1982718.95493113	2060782.57383214
"Tb927.4.1170:mRNA-p1"	1918173.29050272	2301424.70174065	1604093.07019838	1915568.9519979	2178180.26382254	2022476.10876281	2403580.13857685	8297100.97429278	9321530.31369047	8876553.4543963	7236334.47206962	7849899.95691834	8996466.79131655	10466407.2899711	2594270.83213164	2442038.32252972	2511880.89776639	2676427.28542893	8478731.681542	8597212.51784891	9608195.54439821	9512333.56163538	8328888.60493482	8176819.66515889	2464731.53273439	8125911.36114138	9895837.12882328	7061580.02219217	6536394.08113931	8698673.46929208	8133431.04069076	7522656.55370886	6551328.53748063
"Tb927.11.12380:mRNA-p1"	967960.969777206	1106156.59997352	1042472.37055824	738887.102303862	1088389.96524707	914460.42813943	735311.169409848	3722795.07574456	3786198.63616137	3649057.26624199	3995002.95896282	3974312.31396059	4363436.29296447	4003240.5743591	717041.77148753	619352.393927092	829437.487997553	752749.403945484	3485035.06445347	3591986.49240785	3706716.75093151	3453817.64895138	3535124.5543638	3635287.10980151	868277.181050648	3745827.70284247	3499315.32840845	4909374.07669558	4528220.76218019	3915720.08123159	3730764.18918647	4064671.50228329	4698742.01483915
"Tb927.5.3800:mRNA-p1"	3599435.01083826	3158475.8053586	3355674.43095918	3147675.62951283	2912179.77945154	3207857.75362742	3169919.79005353	76141451.8935882	70069853.038941	74151741.3796008	76665528.942289	70048397.9446983	72646775.1967297	59333978.0135163	3904443.107104	3667208.58632575	4310770.07956519	3751690.71658908	71205295.4111333	71968848.1469481	74414229.3179998	76168245.7518382	77899346.3534671	75715860.3476143	3639104.33585405	64500863.0441166	62022461.2661146	79322415.3899244	72254032.0471641	72146158.2254681	80722761.3886944	82646769.1792869	75291533.5175443
"Tb927.10.12510:mRNA-p1"	4614051.48054367	4070643.23149663	4732113.77678092	2254987.85659351	2159956.11015686	2155897.01851077	3374696.93799119	71792812.8597402	71626892.5801945	68544036.958077	76976294.0490048	73635885.2848452	72728606.2562769	64981388.1747439	6598430.49276226	6141021.77517185	6813802.30513779	3334055.57055149	71803546.7766131	69360716.8479606	70692690.0211487	73974000.1155689	66902101.5936747	65663834.7622292	3055696.21014717	69070810.6139603	65889871.574565	72751913.0122221	75405454.7619917	70989659.9937248	69571992.4927733	65617427.9783825	74153699.5960116
"Tb11.v5.0150.1-p1;Tb927.7.4650:mRNA-p1"	1784722.25606757	1723906.22110121	1741299.01975504	1860067.64663238	1979596.76283831	2068757.88204279	1935423.50051397	2272890.5943423	2206862.2187019	2123897.50480273	1274657.57142403	1321622.39116268	1253177.33261168	1203562.61107246	2025445.38142546	1876184.34179365	1993683.43580397	1954825.70809348	2320222.50791674	2291646.90275599	2134832.73404673	2097422.51411791	1974480.60529428	2158846.86702542	2104728.24561872	1092763.57757351	1119291.16478814	798260.851726455	855346.158160795	722911.486748358	957214.428224234	952991.838233215	837170.931751343
"Tb11.v5.0216.1-p1;Tb927.5.309b:mRNA-p1"	1223914.7435259	1032304.93906375	1222172.12714537	766235.82049683	661935.002865892	744157.583930638	1063974.86896449	43034468.5559263	48172797.6793823	36699441.7769636	50908668.1094554	52783412.9065073	43336850.3395406	40123864.0001616	1322583.50996959	1098872.33612976	1763047.48952164	995646.534925582	48804480.3250679	42343867.4221998	50153142.8072563	46006484.2596364	39542961.8487047	33596867.2554835	1042706.18979299	50691745.0899243	41014291.4876241	64702664.1666172	60784215.2429144	45419202.7588409	45585753.7713484	42137477.6714533	61655077.3188648
"Tb927.8.6230:mRNA-p1"	22962122.8259504	20783036.0205592	21831410.525958	22545397.6375554	20602327.9209834	21007076.3318814	21572625.7445669	9023986.2431417	8765299.11888648	8544928.53198845	1079185.94164093	1346376.57263496	1098381.5512078	1937353.51049585	22057252.1518449	21554636.4375322	22115808.6762698	22011668.6491453	8540291.44236396	9135094.82484212	8259073.56109776	7956841.11136895	8959523.17386367	9248286.49256972	22806815.4987304	1362807.56616635	1145671.51305358	834672.138392838	693570.248498729	NA	419934.982113687	NA	779249.953023934
"Tb927.11.10430:mRNA-p1"	25110110.4902045	24958433.9025387	25360125.0234435	25877787.9742368	24714790.653484	25219118.2935282	25284707.1434268	10420592.3635844	10307674.8760939	10761929.4460285	2241193.62429138	2540595.16195299	2857257.8251828	3110613.80708581	25176684.5173087	25130014.5392674	25500865.3115917	25486675.4776098	10750248.2478941	11041077.1730021	10614522.7696452	10084279.3366588	10343136.2909965	10619031.2210914	25781226.892587	2858308.77179681	2440102.14246775	2029246.86503817	1990976.7308605	1953815.83950174	2087165.74829427	1954994.50152018	2075504.17508197
"Tb927.4.3690:mRNA-p1"	542625.247898828	511972.086479491	858691.564598637	462260.375685624	NA	615136.369102682	628848.565838584	987623.185948904	1070007.73803065	1059964.99052676	868241.788933026	NA	1188645.63240971	1152494.31286628	NA	NA	NA	461065.277893568	1022466.71042054	1067089.16839985	837406.104206261	801130.351201562	1191305.95954743	1139140.51622711	NA	710704.320506971	1137553.07118621	679832.140832318	706373.207948174	778680.456954267	742114.225998237	819091.062651893	718198.613099505
"Tb927.3.2730:mRNA-p1"	17844318.0223271	20258372.8160328	18324495.1034895	19690346.8755776	18887633.1205575	20651021.6238462	20968982.6455265	14347979.84115	15714628.3386009	16854997.930699	NA	NA	NA	NA	17830533.8785189	18722940.1387873	18362392.8122264	20433964.7937718	14189983.2763488	12479669.9011539	14421509.2258024	12088629.068048	13874163.9758915	14050201.4302309	22180316.4646113	NA	NA	NA	NA	6543730.0704682	7227477.27822825	NA	NA
"Tb927.6.700:mRNA-p1"	1675063.90161575	1547237.31605603	1538992.25121466	1546238.41202431	1729620.11197322	1675935.90387744	1123712.36067791	45290529.9236822	44027385.1408278	42943493.824572	50328858.1825641	51400726.554146	53609290.6749256	57095223.26778	1128734.4445427	1048348.82840837	1529151.90795623	1365055.97271201	41239071.346724	44479166.8544195	45440360.5911465	43866692.2752427	44586504.2771328	45867687.0255582	1393401.59894167	51011691.0333258	55466249.019099	47131179.7698859	49103075.1271252	50978779.7424876	49881167.9640436	49819734.3924972	50929170.0844367
"Tb927.11.14760:mRNA-p1"	446745.35050038	NA	NA	756293.521527081	NA	NA	NA	1832254.8128315	1859650.2594781	1991955.79494232	2133086.69856984	2185530.78032773	2169905.56871665	2153622.80873682	317688.349638736	276806.795386388	298672.302828128	373349.755810441	2039787.4955077	1852157.71426337	1602953.13670842	1666031.56038341	1744857.53776301	1713408.12244206	294681.10503743	1970961.11412263	2070016.48723514	2025419.02152936	2105669.98143812	2281151.94986612	2409694.29308679	2308048.87102932	2191260.18060079
"Tb11.v5.0193.1-p1;Tb927.10.5990:mRNA-p1"	10366859.06275	10570114.6525038	9836279.44778076	10037106.0697892	10179020.4729441	9812353.75949065	9269688.09047433	5197216.07967339	5233032.99007413	5357352.75904967	1193288.53002721	1229360.87352928	1288874.26918784	NA	10896661.5602435	11186800.1060598	11412924.2406224	9933403.92720852	5218102.68230381	5508836.14884405	5402061.56686168	4591815.23909032	5520174.73988422	5318626.73830811	9972912.18490259	1326384.4909606	1128995.66602279	NA	NA	NA	342856.588191231	NA	NA
"Tb927.2.5270:mRNA-p1"	24502169.2487113	23957996.5782623	23525984.6538021	24018855.5435532	23690202.3489149	23838734.8760469	23150926.2851307	14145280.618961	13697982.1336106	13990325.5977375	2703140.08826239	2761033.65387743	2638691.13924966	2178546.48454986	24708641.4777141	25731628.3936014	25291367.6082964	23756880.5418116	14414205.3969652	14218908.3317824	13700252.5753712	14159066.0634699	13561166.9050546	13620593.6856401	24420977.4532453	2516501.54373216	2340567.26767761	1777354.91043751	1604641.83646345	1680918.46255363	1897884.03644034	1817519.87911988	1662864.63298757
"Tb927.11.5590:mRNA-p1"	5247319.03541806	5117428.81697131	4730819.25179046	4790252.98048983	4997316.56776147	4754546.66637923	5853731.12529233	4353421.22011881	4457501.38811362	4600145.39153047	2592880.76348545	2650403.99048014	2920613.72734428	2851088.53758616	5080234.51145001	5085430.0083925	5452372.64750743	5646563.68959767	4309093.96392806	4150167.14798832	4280607.80476702	4520498.73570164	4798900.01110058	4397004.70958816	5890126.17069688	2523154.08028734	2704187.91641244	2131555.73547286	2376175.82417578	2594720.16713362	2685289.42914888	2434474.36522866	2116072.72029889
"Tb927.3.3170:mRNA-p1"	20671930.0126967	21165058.1455589	20496592.4599124	23590742.4515393	23023366.7986972	23407859.8691526	24967207.0355177	11326051.5383125	10831447.1496007	13240159.7482706	4762241.6874728	4936128.00391133	6149827.17204684	5839976.78243637	20356553.8896073	19342001.2192245	19672085.5990651	25087301.5878363	11322764.5182949	11465911.261961	10427790.3955818	10213197.0859993	13227432.1555254	13870263.4559155	24265688.7397908	4528171.21447305	5745877.50779462	2737528.57332112	2604656.63155328	3994162.2694656	4410859.75378562	3946643.51019687	2598661.12738212
"Tb927.2.2950:mRNA-p1"	23383182.3354242	22700803.703188	23443932.6987443	25270974.9908872	25546040.5690518	24547368.3824423	24355873.0602041	12964590.9449144	11420622.1199586	13022924.7365584	3829921.95395311	3624046.85620728	3394358.12023754	3994766.87128606	21623149.8551683	21242723.2604701	21046624.1519322	23606932.0563372	12985684.4751897	13139074.4537761	11904690.1148129	11131061.3272158	12160982.0475334	12430592.7578578	25080936.2034822	3520353.74360815	4078966.11357773	2901635.4761984	2690944.02793526	2017497.06983337	2361772.62946288	1954601.31423159	2647322.160235
"Tb927.3.2430:mRNA-p1"	NA	NA	NA	NA	NA	NA	NA	3689062.18394686	3572632.40373675	3590040.4094039	3487833.01526365	3330098.86754229	3475558.22685186	2999258.30430529	NA	3048530.41990319	NA	3105924.95116449	3749595.75082938	3567558.30043162	3552459.76323406	3357924.37845528	3335446.90105659	3587344.16319971	NA	3224639.7187798	3086263.77340925	3076101.92496673	3406251.0318881	3112895.72843548	3288882.14242158	3256578.86882949	3197903.13400197
"Tb927.5.3610:mRNA-p1"	5567258.86442005	5108782.61051517	5203640.79640183	4940036.13687204	4628752.26472081	4827150.62920285	4907735.19359148	10771010.136974	10455509.2010425	10153364.5315671	9193214.27915766	9143248.46090256	9750313.78629635	10006687.8500702	5693364.34639047	5687568.76495588	5798714.52693848	4649702.56435844	11122114.3752213	10967082.0804959	10809795.7373699	11026361.3648383	10040926.62355	10220378.7107642	4522011.09647018	9178246.03235925	9112969.45124753	7408715.57601054	7535315.65806685	8521566.52404651	8997225.41789467	8884996.14800366	8019756.14615544
"Tb927.11.13360:mRNA-p1"	8553412.65237367	8250060.55471037	8707965.00453039	7541109.3211246	7507346.50066631	7519144.1355529	9172019.2680811	15994059.8181982	15466769.435556	15145605.7994831	13805500.1217198	12653394.2950687	12232883.4129152	10136040.8016743	8639255.04989269	9609776.24279338	9260986.03867304	7563623.09805208	15132764.6449954	15562452.4197427	15605925.8036041	15725539.7685609	14966403.6264842	14338765.6044045	8576093.45284254	11082521.2076049	10954705.0268718	11000096.3690825	10471518.5476331	10274379.9910257	11726141.2843179	11962400.8418537	10802301.4532266
"Tb927.9.7110:mRNA-p1"	6107581.7407306	5602964.13824592	4977221.31774172	5532213.96755146	5549487.18622818	6435824.14131465	5668835.3883969	141556759.115814	148179963.28611	160095511.579485	159222273.309361	151718066.268099	158784177.508217	150155871.376089	5727237.41507081	4866503.33050557	7927974.42423384	6427773.17432741	139569891.536246	140278369.229678	142464852.277228	147777025.084257	156836908.458575	162940883.296666	5861456.70586327	151431919.004737	140924228.30736	164153750.984756	170763241.873049	163334842.634223	166663472.276161	177295104.608905	167331290.231192
"Tb927.7.6720:mRNA-p1"	459892.778076247	371023.791494428	428891.504388844	463177.030556761	491633.251856741	520009.534779072	687657.869707825	380944.298794138	797555.720350478	939835.988707096	620297.693100132	527930.334598849	826997.8977576	591128.983920337	681953.725660243	692469.912948931	597021.855478015	663404.632214955	714448.785115923	814271.598954621	942998.896954243	883777.924112433	1025264.26675723	905905.081674928	707770.173027271	498959.067937823	616838.976266474	696736.462804258	786465.851350672	832461.828730139	923056.771941317	875964.689896395	722477.121262134
"Tb927.2.2190:mRNA-p1"	3121392.99093935	3117938.49742629	3568780.09081767	1987888.51803826	1742159.04332945	2104012.23632621	1776168.17053927	10820400.3787857	10176591.2757397	10975960.0013113	12097676.112658	11105193.809983	10572463.877641	7542569.31976459	4016623.53702339	4251604.68026984	4117806.96445798	1763259.00522456	11171893.1380352	11343422.6713951	9618454.78028443	11114232.4519094	10783851.3223656	9998949.8867543	2024271.07352354	9528017.49199186	8442255.25901054	11656013.3910632	10871716.612692	10600702.5941727	10282425.5651715	11013218.3390916	10840232.5787075
"Tb927.10.5840:mRNA-p1"	22599047.4292291	22181702.5652974	20310104.9001052	19488991.5476898	20388567.2782029	20542283.2945077	18138415.4544196	185644761.095394	189762399.553274	205737006.223206	138776422.739559	194754826.726116	188158148.390505	312608914.311599	17659067.2221689	18461871.5944633	19075467.7325065	20651408.0696357	187787113.914128	189464402.634263	185189031.427756	175244228.720303	208571819.666311	212886018.58253	19562636.1777787	211265394.549388	271682956.749272	130614259.025496	165698071.691343	214025575.733355	226144001.740426	219157759.454831	182346877.898492
"Tb927.9.6530:mRNA-p1"	2000909.89910075	1860535.09333126	2041292.47681941	1253154.81133197	1108801.61591351	1300644.33355964	1343920.43977595	27778074.6736168	26018543.9829079	23836023.4017949	32424074.9471954	30176155.4467315	26730574.4279752	23530100.539755	2380157.68935974	2124304.78359919	2439498.17381826	1492117.00196194	26474970.4039961	28108942.1141768	25923941.444507	26671258.9301689	23524788.6787188	25235075.6371947	1423455.77329252	29511274.9618944	24567982.4333874	27987495.9020885	29993519.9350463	22968015.3097112	23527494.4687567	24256067.3358133	29663666.7623174
"Tb927.8.2040:mRNA-p1"	2920742.25420786	3094531.24998645	2867816.73235791	2757315.01101184	3188388.01872445	3339284.95483003	2931646.30028992	2325165.04222017	2182229.29227202	2076624.14345373	2660505.71407983	2722129.20604354	2731617.10589823	3243276.2475303	2115218.80529049	2281234.40421385	2292990.24800486	2649180.12403609	1865596.76402048	2435633.12651851	2481505.824586	2297520.11234706	2503126.53629387	2281020.27210314	2643193.2773976	2869200.79997361	3010135.43379744	2826018.45685567	2851622.66327007	2927508.13420672	3530054.74903175	3251374.10260919	2672915.09036627
"Tb927.7.7050:mRNA-p1"	1300061.94208885	1106872.95000195	1248375.48433723	1255946.35450067	1334806.1698433	1335580.67854999	1165457.69711959	7005824.84582291	6863071.20138165	6705232.62354057	9016920.84960908	9053848.70627877	8031180.72990109	7530941.68884335	964181.07060378	892050.216712223	1044043.67340514	1249532.80002461	6466967.2543433	6616804.46358378	7194387.54829009	6678951.27165622	6863386.34291908	6693760.07226718	1324634.54394822	8112693.08748366	8223856.1019022	8974679.71779577	8167394.80888268	7789226.59180221	8594484.6792675	8585278.98187519	8367845.20454331
"Tb927.7.2150:mRNA-p1"	3518547.78041916	3342220.31576756	3476736.25231383	3283338.32046776	3397411.14882191	3314276.00439794	3371652.65648186	1841049.39911944	1722201.18804477	1881349.65973097	NA	NA	NA	NA	3484414.8058215	3379168.66572519	3390777.13750616	3335315.59862934	1753513.23284012	1852527.43935808	1727251.86249052	1692243.91876187	1789814.43105987	1758356.28668119	3630944.25769868	NA	NA	NA	NA	NA	NA	548498.20380095	NA
"Tb927.11.9570:mRNA-p1"	356985.323641525	379089.436837346	264603.585019783	484593.850294885	464123.490550085	443680.227744412	398976.1633656	705837.407353558	596547.814759247	599835.440930582	NA	429731.210036509	NA	NA	243703.722268876	294913.000319587	NA	338371.304112992	524699.335923943	675988.067163206	613697.413091715	597980.278702851	546112.204288876	800648.727733977	367011.157511339	NA	601541.929714249	NA	NA	NA	NA	NA	845212.414143004
"Tb927.9.9310:mRNA-p1"	381715.574359394	NA	NA	NA	NA	NA	501039.215313607	1912628.58044001	1838858.83260487	2255461.50742388	1387553.30818919	1384793.10534507	1769048.78004208	2000758.9693044	NA	NA	378055.366467524	708585.069899804	1899531.47546665	2051816.6242499	1762873.28227032	1852842.68367281	2191913.51089346	2405744.56927777	808105.55924668	1405612.60985167	1657180.62933593	917837.161528694	996203.620608154	1721220.43473771	1465987.48216321	1459249.37715661	875865.782523479
"Tb927.8.6250:mRNA-p1"	10288266.0872538	10021554.2678416	9566721.08226007	8440549.67762132	9116097.833699	8590828.53782944	8515202.85260994	4454523.5591622	4474338.77680976	4348782.73592164	1015839.97910291	1201881.12941909	979280.004361132	NA	10561186.416996	10162169.6152009	9578388.96723508	8526493.22521839	4743646.69677295	4553847.61545389	4551936.81167518	5525252.57726969	4218164.75400467	4386142.21844294	7516243.74721262	984612.154664422	839953.216966262	895938.177637132	680737.099870985	629883.762728077	678494.713592148	454690.926827185	691855.68850127
"Tb927.7.3780:mRNA-p1"	2301622.93720454	1765859.1746724	2288161.10025359	3391937.03631266	NA	3108842.89473271	3094557.71788266	22709610.1412605	23283355.3770145	23387978.6568953	28213982.4832417	27650278.4504266	27712779.2875723	26082946.8622642	2477764.01761069	2813035.43173405	3553165.03990297	1838710.74796094	22957312.5887835	21693941.0790825	24886840.502787	25245043.2961295	21328654.1192159	21583409.3996051	1989328.26962882	26051753.4728434	25282289.1932013	27321933.2684244	27104562.803531	26415468.9370689	27252283.3942296	27656209.8504255	26116046.1340652
"Tb927.11.780:mRNA-p1"	363179.479916495	NA	257411.940355216	264173.260460044	NA	NA	NA	1381159.77168678	1396127.16627231	1089236.3862996	1150151.59977139	1073631.27642962	1145542.80493025	866162.079486174	301161.935166299	299782.40965308	254269.818360029	NA	1602789.04661194	1333157.15241615	1418510.03825322	1414614.31092188	1072369.40757494	1101562.89498256	253419.071791399	914077.764659462	944408.569373922	651151.483763272	609278.244825415	704554.57678944	782937.981514548	590216.921237821	542617.928564782
"Tb927.6.4000:mRNA-p1"	2157141.64889957	1981215.71054758	1889350.99101079	1718788.5040746	1919012.95538346	1971142.59984352	2124918.79821987	53245680.6599183	54014559.1684098	57379441.3323298	50476209.1800979	56355238.6413935	59695659.7997577	67687441.7858006	1973253.35378805	1758878.04895145	2551829.38999634	2428350.02203203	52539192.4860567	53692780.5511866	53701223.165424	53796344.7228578	63046714.6808099	60985575.1909647	2580272.80371244	57194740.5159392	66693791.0615727	53482699.0314445	52591692.1836792	64454547.9229285	68087216.3232661	61407074.4666375	50099039.8961748
"Tb927.10.14790:mRNA-p1"	16553586.3199723	15953435.4771775	15513549.5142451	22073212.0388318	19390506.9055895	19403963.685527	27828383.2775775	113692065.902487	114603694.902825	121666487.492159	103321372.483444	104114721.647885	111580611.892635	117146585.009897	17684707.1779044	19267834.8411312	23206041.0766076	28426508.5318948	116252830.866783	116245348.767831	113960528.370075	113970279.391535	126436155.315757	119365058.8197	29746200.8716672	105323054.59689	103100053.371179	90218016.2301148	85464216.5509893	98150625.597363	89818386.3928106	88974188.7629316	84928440.2730694
"Tb927.8.3180:mRNA-p1"	2764968.34894617	2753500.45462769	2638585.80314353	2466950.61762145	2524833.9043024	2471373.34991744	2512216.54858612	1825637.47775569	1792696.0333181	2067391.27720036	673313.790499806	838797.021093296	1146989.2206531	944957.646361149	2345896.05187452	2393145.84655451	2410773.57432197	2591435.06843962	1979124.11015149	1691756.8666829	1856015.59451881	1709243.32172823	1893108.93768669	1705162.73230799	2820714.94134412	NA	1078717.48488623	NA	NA	858982.996692421	879806.333684183	1122228.20084724	NA
"Tb927.11.5490:mRNA-p1"	1417354.31101009	NA	NA	NA	NA	NA	NA	7660907.92058162	7975970.44685066	7481591.00765875	9941851.65788518	9539378.10660653	8741960.13542433	7667480.32833861	1652625.21418047	1223822.4780368	NA	NA	7885529.51666245	8115505.29963489	7089898.21486221	7831721.53832665	7226999.55359284	9235699.37202493	2208116.24427009	8178120.50619315	6626665.4622456	7405697.34471697	7976449.1126498	7505315.50570029	7350376.49199608	6608420.38447821	8351706.33650165
"Tb927.8.580:mRNA-p1"	7527708.17130426	7516895.1445478	7776010.77208925	7173928.66321508	6360673.38720032	6394404.76420594	6814512.04240698	5759353.81588504	5690586.46058929	5752773.95886753	1929696.22581732	1990819.32663217	1671696.68128472	1758193.38847089	8019680.97706724	7349522.62473056	7603188.06541724	6348960.96035634	6071336.04382041	5905584.49205282	5416896.21904568	5576839.45927599	5451902.61138065	5730445.70575121	6472565.48523479	2341171.80836519	1813464.5473821	2245020.74217153	2731134.7879666	1985029.41469868	2297686.99325921	2306943.75507453	2592477.36390403
"Tb927.8.7850:mRNA-p1"	2985673.46651846	2996724.66648584	3001393.97404826	3267010.72060762	3254432.61998807	3145531.69173582	3137344.35350663	908473.201740344	974214.351825103	877677.070784328	718255.496244741	NA	557858.554359381	709227.851438689	2776382.26267527	2838074.34992058	2888926.70817432	3228573.99395236	934661.35276364	1005898.80472641	966263.46333178	869829.233949975	1076422.17735942	1167105.00006901	3419327.69189493	869833.367362287	NA	196644.339941555	401913.163345613	NA	NA	NA	264325.9758032
"Tb927.4.2220:mRNA-p1"	5145276.95837643	5464245.72029723	5664437.17805896	6839161.06017378	6946934.90831163	7217087.8373618	7073859.42052466	6855342.95332987	6731534.65566176	6767368.93967473	4538702.86815677	4478263.43832336	4708705.78425452	4522246.11970962	4250781.47692426	4074354.3407568	3939499.62414343	6484481.51051705	6870281.57657109	6695185.15943614	6749404.30625328	6760277.10849344	6691399.28212544	6440920.43025905	6955174.01247581	4227326.26622026	4457520.76425569	3699564.73499217	3550409.21449618	3574463.73369828	4190873.38497071	4200986.24080924	3917712.60518091
"Tb927.11.9360:mRNA-p1"	14481175.719277	14464782.6778991	14089719.2263627	10571396.0528592	16742412.9877435	5020169.76163065	15763715.1201241	68658983.2209628	66364286.8066955	67001722.5624287	50035038.4076865	50680603.7649394	55246000.3872552	55377597.4073893	21959375.2593419	22794014.3934737	23232866.8844772	16348484.8793777	67540791.6719884	71523926.4398373	65228814.2284167	67861528.4224303	72433180.2395953	69724345.5449165	16839773.9119105	54537438.6801869	49654071.7503021	54625989.5115491	68633944.01984	53551479.2970836	58854007.1778685	60457319.2302672	61988981.490805
